,x,y,z,,,
583,92506.07316,438235.5153,-3.04E-12,0,0,0
584,92509.18174,438232.998,19.2,0,0,0
585,92509.18174,438232.998,9.6,0,0,0
586,92509.18174,438232.998,6.4,0,0,0
587,92512.29032,438230.4807,12.8,0,0,0
588,92515.39891,438227.9634,22.4,0,0,0
589,92515.39891,438227.9634,16,0,0,0
590,92515.39891,438227.9634,3.2,0,0,0
591,92515.39891,438227.9634,5.19E-14,0,0,0
592,92518.50749,438225.4462,9.6,0,0,0
593,92521.61608,438222.9289,9.6,0,0,0
594,92521.61608,438222.9289,-3.07E-12,0,0,0
595,92410.29836,438307.9251,1.15E-11,0,0,0
596,92413.40694,438305.4079,3.2,0,0,0
597,92416.51553,438302.8906,3.2,0,0,0
598,92419.62411,438300.3733,12.8,0,0,0
599,92422.7327,438297.856,12.8,0,0,0
600,92425.84128,438295.3387,19.2,0,0,0
601,92425.84128,438295.3387,12.8,0,0,0
602,92425.84128,438295.3387,6.4,0,0,0
603,92506.66446,438229.8894,22.4,0,0,0
604,92506.66446,438229.8894,9.6,0,0,0
605,92506.66446,438229.8894,1.84E-12,0,0,0
606,92509.77304,438227.3721,9.6,0,0,0
607,92509.77304,438227.3721,6.4,0,0,0
608,92512.88163,438224.8549,22.4,0,0,0
609,92512.88163,438224.8549,3.2,0,0,0
610,92515.99021,438222.3376,9.6,0,0,0
611,92519.09879,438219.8203,19.2,0,0,0
612,92522.20738,438217.303,25.6,0,0,0
613,92522.20738,438217.303,9.6,0,0,0
614,92522.20738,438217.303,3.2,0,0,0
615,92522.20738,438217.303,-7.91E-13,0,0,0
616,92407.78108,438304.8166,3.2,0,0,0
617,92417.10683,438297.2647,9.6,0,0,0
618,92423.324,438292.2302,16,0,0,0
619,92504.14718,438226.7808,19.2,0,0,0
620,92504.14718,438226.7808,16,0,0,0
621,92504.14718,438226.7808,1.40E-11,0,0,0
622,92507.25576,438224.2635,25.6,0,0,0
623,92507.25576,438224.2635,12.8,0,0,0
624,92510.36435,438221.7463,28.8,0,0,0
625,92510.36435,438221.7463,22.4,0,0,0
626,92510.36435,438221.7463,19.2,0,0,0
627,92516.58151,438216.7117,28.8,0,0,0
628,92516.58151,438216.7117,19.2,0,0,0
629,92516.58151,438216.7117,3.2,0,0,0
630,92519.6901,438214.1944,19.2,0,0,0
631,92519.6901,438214.1944,-5.07E-12,0,0,0
632,92405.2638,438301.708,6.4,0,0,0
633,92405.2638,438301.708,3.2,0,0,0
634,92405.2638,438301.708,-1.12E-11,0,0,0
635,92408.37238,438299.1907,6.4,0,0,0
636,92408.37238,438299.1907,3.2,0,0,0
637,92411.48096,438296.6734,4.70E-12,0,0,0
638,92498.52131,438226.1895,44.8,0,0,0
639,92498.52131,438226.1895,16,0,0,0
640,92498.52131,438226.1895,6.4,0,0,0
641,92504.73848,438221.155,25.6,0,0,0
642,92504.73848,438221.155,22.4,0,0,0
643,92514.06423,438213.6031,19.2,0,0,0
644,92517.17282,438211.0858,16,0,0,0
645,92402.74652,438298.5994,3.2,0,0,0
646,92408.96368,438293.5648,9.6,0,0,0
647,92412.07227,438291.0475,12.8,0,0,0
648,92415.18085,438288.5303,16,0,0,0
649,92496.00403,438223.0809,44.8,0,0,0
650,92496.00403,438223.0809,22.4,0,0,0
651,92496.00403,438223.0809,12.8,0,0,0
652,92502.2212,438218.0464,54.4,0,0,0
653,92502.2212,438218.0464,51.2,0,0,0
654,92505.32978,438215.5291,44.8,0,0,0
655,92505.32978,438215.5291,6.4,0,0,0
656,92505.32978,438215.5291,6.17E-12,0,0,0
657,92508.43837,438213.0118,6.4,0,0,0
658,92511.54695,438210.4945,16,0,0,0
659,92514.65553,438207.9773,51.2,0,0,0
660,92514.65553,438207.9773,22.4,0,0,0
661,92514.65553,438207.9773,-4.32E-12,0,0,0
662,92400.22923,438295.4908,12.8,0,0,0
663,92403.33782,438292.9735,9.6,0,0,0
664,92403.33782,438292.9735,3.2,0,0,0
665,92403.33782,438292.9735,-4.60E-12,0,0,0
666,92409.55499,438287.939,12.8,0,0,0
667,92412.66357,438285.4217,12.8,0,0,0
668,92496.59533,438217.4551,28.8,0,0,0
669,92496.59533,438217.4551,19.2,0,0,0
670,92496.59533,438217.4551,1.93E-12,0,0,0
671,92499.70392,438214.9378,54.4,0,0,0
672,92499.70392,438214.9378,51.2,0,0,0
673,92502.8125,438212.4205,54.4,0,0,0
674,92502.8125,438212.4205,16,0,0,0
675,92502.8125,438212.4205,-2.75E-12,0,0,0
676,92505.92108,438209.9032,51.2,0,0,0
677,92505.92108,438209.9032,44.8,0,0,0
678,92509.02967,438207.386,22.4,0,0,0
679,92509.02967,438207.386,12.8,0,0,0
680,92509.02967,438207.386,6.4,0,0,0
681,92509.02967,438207.386,3.2,0,0,0
682,92512.13825,438204.8687,16,0,0,0
683,92512.13825,438204.8687,8.49E-13,0,0,0
684,92397.71195,438292.3822,6.4,0,0,0
685,92410.14629,438282.3131,9.6,0,0,0
686,92490.96947,438216.8638,35.2,0,0,0
687,92490.96947,438216.8638,16,0,0,0
688,92490.96947,438216.8638,9.6,0,0,0
689,92490.96947,438216.8638,1.97E-12,0,0,0
690,92494.07805,438214.3465,48,0,0,0
691,92494.07805,438214.3465,32,0,0,0
692,92497.18664,438211.8292,51.2,0,0,0
693,92497.18664,438211.8292,48,0,0,0
694,92497.18664,438211.8292,6.4,0,0,0
695,92497.18664,438211.8292,-9.15E-12,0,0,0
696,92500.29522,438209.3119,25.6,0,0,0
697,92500.29522,438209.3119,16,0,0,0
698,92500.29522,438209.3119,3.2,0,0,0
699,92503.4038,438206.7947,28.8,0,0,0
700,92503.4038,438206.7947,19.2,0,0,0
701,92503.4038,438206.7947,3.2,0,0,0
702,92506.51239,438204.2774,48,0,0,0
703,92506.51239,438204.2774,44.8,0,0,0
704,92506.51239,438204.2774,32,0,0,0
705,92506.51239,438204.2774,19.2,0,0,0
706,92509.62097,438201.7601,44.8,0,0,0
707,92395.19467,438289.2736,9.6,0,0,0
708,92398.30325,438286.7564,12.8,0,0,0
709,92407.62901,438279.2045,16,0,0,0
710,92407.62901,438279.2045,9.6,0,0,0
711,92410.73759,438276.6872,16,0,0,0
712,92410.73759,438276.6872,12.8,0,0,0
713,92488.45219,438213.7552,25.6,0,0,0
714,92488.45219,438213.7552,12.8,0,0,0
715,92488.45219,438213.7552,9.6,0,0,0
716,92488.45219,438213.7552,6.4,0,0,0
717,92488.45219,438213.7552,3.2,0,0,0
718,92491.56077,438211.2379,32,0,0,0
719,92491.56077,438211.2379,-7.91E-12,0,0,0
720,92494.66935,438208.7206,48,0,0,0
721,92494.66935,438208.7206,22.4,0,0,0
722,92494.66935,438208.7206,9.6,0,0,0
723,92497.77794,438206.2033,51.2,0,0,0
724,92500.88652,438203.6861,16,0,0,0
725,92503.99511,438201.1688,38.4,0,0,0
726,92503.99511,438201.1688,35.2,0,0,0
727,92503.99511,438201.1688,25.6,0,0,0
728,92503.99511,438201.1688,9.6,0,0,0
729,92503.99511,438201.1688,6.4,0,0,0
730,92503.99511,438201.1688,3.2,0,0,0
731,92507.10369,438198.6515,54.4,0,0,0
732,92507.10369,438198.6515,44.8,0,0,0
733,92507.10369,438198.6515,6.4,0,0,0
734,92507.10369,438198.6515,3.2,0,0,0
735,92507.10369,438198.6515,4.61E-12,0,0,0
736,92392.67739,438286.1651,6.4,0,0,0
737,92395.78597,438283.6478,6.4,0,0,0
738,92402.00314,438278.6132,-6.34E-12,0,0,0
739,92405.11172,438276.0959,7.63E-14,0,0,0
740,92408.22031,438273.5786,9.6,0,0,0
741,92408.22031,438273.5786,-2.07E-12,0,0,0
742,92485.9349,438210.6466,48,0,0,0
743,92485.9349,438210.6466,6.4,0,0,0
744,92489.04349,438208.1293,67.2,0,0,0
745,92489.04349,438208.1293,12.8,0,0,0
746,92489.04349,438208.1293,9.6,0,0,0
747,92492.15207,438205.612,41.6,0,0,0
748,92492.15207,438205.612,-7.33E-12,0,0,0
749,92495.26066,438203.0948,19.2,0,0,0
750,92495.26066,438203.0948,12.8,0,0,0
751,92495.26066,438203.0948,6.4,0,0,0
752,92498.36924,438200.5775,22.4,0,0,0
753,92498.36924,438200.5775,19.2,0,0,0
754,92498.36924,438200.5775,12.8,0,0,0
755,92498.36924,438200.5775,9.6,0,0,0
756,92498.36924,438200.5775,-9.24E-12,0,0,0
757,92504.58641,438195.5429,57.6,0,0,0
758,92504.58641,438195.5429,28.8,0,0,0
759,92504.58641,438195.5429,19.2,0,0,0
760,92504.58641,438195.5429,12.8,0,0,0
761,92396.37728,438278.0219,12.8,0,0,0
762,92399.48586,438275.5046,12.8,0,0,0
763,92399.48586,438275.5046,6.4,0,0,0
764,92399.48586,438275.5046,1.06E-11,0,0,0
765,92402.59444,438272.9873,9.6,0,0,0
766,92483.41762,438207.538,22.4,0,0,0
767,92483.41762,438207.538,3.2,0,0,0
768,92486.52621,438205.0207,25.6,0,0,0
769,92486.52621,438205.0207,22.4,0,0,0
770,92489.63479,438202.5035,19.2,0,0,0
771,92489.63479,438202.5035,9.6,0,0,0
772,92489.63479,438202.5035,6.4,0,0,0
773,92492.74337,438199.9862,60.8,0,0,0
774,92492.74337,438199.9862,32,0,0,0
775,92492.74337,438199.9862,-3.29E-12,0,0,0
776,92495.85196,438197.4689,60.8,0,0,0
777,92495.85196,438197.4689,57.6,0,0,0
778,92495.85196,438197.4689,35.2,0,0,0
779,92495.85196,438197.4689,32,0,0,0
780,92495.85196,438197.4689,22.4,0,0,0
781,92495.85196,438197.4689,12.8,0,0,0
782,92498.96054,438194.9516,60.8,0,0,0
783,92498.96054,438194.9516,54.4,0,0,0
784,92498.96054,438194.9516,16,0,0,0
785,92502.06913,438192.4343,12.8,0,0,0
786,92502.06913,438192.4343,9.6,0,0,0
787,92387.64283,438279.9479,6.4,0,0,0
788,92393.85999,438274.9133,6.4,0,0,0
789,92393.85999,438274.9133,2.68E-12,0,0,0
790,92396.96858,438272.396,12.8,0,0,0
791,92396.96858,438272.396,9.6,0,0,0
792,92400.07716,438269.8788,9.6,0,0,0
793,92400.07716,438269.8788,-1.90E-12,0,0,0
794,92406.29433,438264.8442,16,0,0,0
795,92406.29433,438264.8442,-1.40E-11,0,0,0
796,92412.5115,438259.8096,3.2,0,0,0
797,92418.72866,438254.7751,6.4,0,0,0
798,92428.05442,438247.2232,19.2,0,0,0
799,92434.27158,438242.1887,9.6,0,0,0
800,92434.27158,438242.1887,5.65E-12,0,0,0
801,92437.38017,438239.6714,6.4,0,0,0
802,92446.70592,438232.1195,28.8,0,0,0
803,92449.8145,438229.6023,19.2,0,0,0
804,92452.92309,438227.085,28.8,0,0,0
805,92452.92309,438227.085,9.6,0,0,0
806,92459.14025,438222.0504,22.4,0,0,0
807,92465.35742,438217.0158,16,0,0,0
808,92468.46601,438214.4986,22.4,0,0,0
809,92468.46601,438214.4986,9.6,0,0,0
810,92471.57459,438211.9813,28.8,0,0,0
811,92474.68317,438209.464,54.4,0,0,0
812,92474.68317,438209.464,51.2,0,0,0
813,92474.68317,438209.464,22.4,0,0,0
814,92477.79176,438206.9467,19.2,0,0,0
815,92477.79176,438206.9467,16,0,0,0
816,92477.79176,438206.9467,12.8,0,0,0
817,92480.90034,438204.4294,16,0,0,0
818,92484.00893,438201.9122,22.4,0,0,0
819,92484.00893,438201.9122,12.8,0,0,0
820,92487.11751,438199.3949,51.2,0,0,0
821,92487.11751,438199.3949,9.6,0,0,0
822,92490.22609,438196.8776,41.6,0,0,0
823,92490.22609,438196.8776,19.2,0,0,0
824,92493.33468,438194.3603,25.6,0,0,0
825,92496.44326,438191.843,67.2,0,0,0
826,92496.44326,438191.843,41.6,0,0,0
827,92496.44326,438191.843,28.8,0,0,0
828,92499.55184,438189.3258,35.2,0,0,0
829,92499.55184,438189.3258,25.6,0,0,0
830,92388.23413,438274.322,3.2,0,0,0
831,92391.34271,438271.8047,12.8,0,0,0
832,92391.34271,438271.8047,-6.40E-12,0,0,0
833,92397.55988,438266.7702,9.6,0,0,0
834,92397.55988,438266.7702,3.2,0,0,0
835,92400.66846,438264.2529,3.2,0,0,0
836,92403.77705,438261.7356,16,0,0,0
837,92406.88563,438259.2183,12.8,0,0,0
838,92406.88563,438259.2183,6.4,0,0,0
839,92413.1028,438254.1838,16,0,0,0
840,92416.21138,438251.6665,12.8,0,0,0
841,92416.21138,438251.6665,9.6,0,0,0
842,92419.31997,438249.1492,9.6,0,0,0
843,92419.31997,438249.1492,6.4,0,0,0
844,92422.42855,438246.6319,22.4,0,0,0
845,92422.42855,438246.6319,6.08E-12,0,0,0
846,92425.53713,438244.1146,38.4,0,0,0
847,92428.64572,438241.5974,-7.19E-12,0,0,0
848,92431.7543,438239.0801,25.6,0,0,0
849,92431.7543,438239.0801,9.6,0,0,0
850,92431.7543,438239.0801,6.4,0,0,0
851,92434.86289,438236.5628,32,0,0,0
852,92434.86289,438236.5628,16,0,0,0
853,92434.86289,438236.5628,12.8,0,0,0
854,92437.97147,438234.0455,19.2,0,0,0
855,92441.08005,438231.5282,3.2,0,0,0
856,92444.18864,438229.011,28.8,0,0,0
857,92444.18864,438229.011,16,0,0,0
858,92447.29722,438226.4937,12.8,0,0,0
859,92447.29722,438226.4937,6.4,0,0,0
860,92453.51439,438221.4591,38.4,0,0,0
861,92456.62297,438218.9418,38.4,0,0,0
862,92459.73156,438216.4245,41.6,0,0,0
863,92459.73156,438216.4245,32,0,0,0
864,92459.73156,438216.4245,9.6,0,0,0
865,92462.84014,438213.9073,48,0,0,0
866,92465.94872,438211.39,51.2,0,0,0
867,92465.94872,438211.39,48,0,0,0
868,92469.05731,438208.8727,28.8,0,0,0
869,92469.05731,438208.8727,9.6,0,0,0
870,92472.16589,438206.3554,48,0,0,0
871,92472.16589,438206.3554,19.2,0,0,0
872,92472.16589,438206.3554,12.8,0,0,0
873,92475.27448,438203.8381,57.6,0,0,0
874,92475.27448,438203.8381,9.6,0,0,0
875,92478.38306,438201.3209,22.4,0,0,0
876,92481.49164,438198.8036,51.2,0,0,0
877,92481.49164,438198.8036,25.6,0,0,0
878,92484.60023,438196.2863,57.6,0,0,0
879,92484.60023,438196.2863,32,0,0,0
880,92484.60023,438196.2863,25.6,0,0,0
881,92487.70881,438193.769,44.8,0,0,0
882,92490.8174,438191.2517,60.8,0,0,0
883,92490.8174,438191.2517,35.2,0,0,0
884,92490.8174,438191.2517,22.4,0,0,0
885,92493.92598,438188.7344,57.6,0,0,0
886,92493.92598,438188.7344,41.6,0,0,0
887,92493.92598,438188.7344,22.4,0,0,0
888,92493.92598,438188.7344,-3.87E-12,0,0,0
889,92497.03456,438186.2172,64,0,0,0
890,92497.03456,438186.2172,60.8,0,0,0
891,92497.03456,438186.2172,16,0,0,0
892,92497.03456,438186.2172,9.6,0,0,0
893,92497.03456,438186.2172,3.2,0,0,0
894,92382.60826,438273.7307,5.55E-13,0,0,0
895,92385.71685,438271.2134,3.2,0,0,0
896,92388.82543,438268.6962,9.6,0,0,0
897,92388.82543,438268.6962,3.2,0,0,0
898,92391.93401,438266.1789,3.2,0,0,0
899,92401.25977,438258.627,12.8,0,0,0
900,92401.25977,438258.627,3.2,0,0,0
901,92407.47693,438253.5925,16,0,0,0
902,92410.58552,438251.0752,16,0,0,0
903,92413.6941,438248.5579,6.4,0,0,0
904,92419.91127,438243.5233,6.4,0,0,0
905,92423.01985,438241.0061,19.2,0,0,0
906,92426.12844,438238.4888,9.6,0,0,0
907,92429.23702,438235.9715,35.2,0,0,0
908,92429.23702,438235.9715,28.8,0,0,0
909,92429.23702,438235.9715,22.4,0,0,0
910,92432.3456,438233.4542,32,0,0,0
911,92435.45419,438230.9369,9.6,0,0,0
912,92438.56277,438228.4197,28.8,0,0,0
913,92438.56277,438228.4197,16,0,0,0
914,92438.56277,438228.4197,12.8,0,0,0
915,92438.56277,438228.4197,3.2,0,0,0
916,92441.67136,438225.9024,12.8,0,0,0
917,92441.67136,438225.9024,-1.05E-11,0,0,0
918,92447.88852,438220.8678,51.2,0,0,0
919,92447.88852,438220.8678,32,0,0,0
920,92447.88852,438220.8678,22.4,0,0,0
921,92450.99711,438218.3505,51.2,0,0,0
922,92450.99711,438218.3505,35.2,0,0,0
923,92454.10569,438215.8332,32,0,0,0
924,92454.10569,438215.8332,28.8,0,0,0
925,92457.21428,438213.316,44.8,0,0,0
926,92457.21428,438213.316,41.6,0,0,0
927,92457.21428,438213.316,22.4,0,0,0
928,92460.32286,438210.7987,48,0,0,0
929,92460.32286,438210.7987,41.6,0,0,0
930,92460.32286,438210.7987,28.8,0,0,0
931,92460.32286,438210.7987,9.6,0,0,0
932,92463.43144,438208.2814,25.6,0,0,0
933,92463.43144,438208.2814,12.8,0,0,0
934,92466.54003,438205.7641,25.6,0,0,0
935,92469.64861,438203.2468,48,0,0,0
936,92469.64861,438203.2468,9.6,0,0,0
937,92472.75719,438200.7296,57.6,0,0,0
938,92472.75719,438200.7296,48,0,0,0
939,92472.75719,438200.7296,44.8,0,0,0
940,92472.75719,438200.7296,32,0,0,0
941,92475.86578,438198.2123,60.8,0,0,0
942,92475.86578,438198.2123,35.2,0,0,0
943,92475.86578,438198.2123,32,0,0,0
944,92475.86578,438198.2123,22.4,0,0,0
945,92478.97436,438195.695,51.2,0,0,0
946,92478.97436,438195.695,48,0,0,0
947,92482.08295,438193.1777,48,0,0,0
948,92482.08295,438193.1777,9.6,0,0,0
949,92482.08295,438193.1777,6.4,0,0,0
950,92485.19153,438190.6604,44.8,0,0,0
951,92485.19153,438190.6604,35.2,0,0,0
952,92485.19153,438190.6604,12.8,0,0,0
953,92485.19153,438190.6604,-3.44E-12,0,0,0
954,92488.30011,438188.1431,60.8,0,0,0
955,92488.30011,438188.1431,57.6,0,0,0
956,92488.30011,438188.1431,35.2,0,0,0
957,92488.30011,438188.1431,32,0,0,0
958,92488.30011,438188.1431,12.8,0,0,0
959,92488.30011,438188.1431,3.2,0,0,0
960,92488.30011,438188.1431,-3.45E-12,0,0,0
961,92491.4087,438185.6259,64,0,0,0
962,92491.4087,438185.6259,9.6,0,0,0
963,92491.4087,438185.6259,3.83E-12,0,0,0
964,92494.51728,438183.1086,67.2,0,0,0
965,92494.51728,438183.1086,60.8,0,0,0
966,92494.51728,438183.1086,25.6,0,0,0
967,92494.51728,438183.1086,12.8,0,0,0
968,92389.41673,438263.0703,12.8,0,0,0
969,92389.41673,438263.0703,6.4,0,0,0
970,92395.6339,438258.0357,3.2,0,0,0
971,92395.6339,438258.0357,-7.06E-12,0,0,0
972,92408.06824,438247.9666,19.2,0,0,0
973,92408.06824,438247.9666,9.6,0,0,0
974,92408.06824,438247.9666,6.4,0,0,0
975,92414.2854,438242.932,19.2,0,0,0
976,92414.2854,438242.932,6.4,0,0,0
977,92414.2854,438242.932,3.2,0,0,0
978,92417.39399,438240.4148,19.2,0,0,0
979,92417.39399,438240.4148,9.6,0,0,0
980,92420.50257,438237.8975,3.2,0,0,0
981,92423.61116,438235.3802,9.6,0,0,0
982,92426.71974,438232.8629,16,0,0,0
983,92426.71974,438232.8629,6.4,0,0,0
984,92429.82832,438230.3456,19.2,0,0,0
985,92429.82832,438230.3456,6.4,0,0,0
986,92432.93691,438227.8283,-1.90E-12,0,0,0
987,92439.15407,438222.7938,22.4,0,0,0
988,92439.15407,438222.7938,9.6,0,0,0
989,92442.26266,438220.2765,32,0,0,0
990,92442.26266,438220.2765,16,0,0,0
991,92445.37124,438217.7592,44.8,0,0,0
992,92445.37124,438217.7592,35.2,0,0,0
993,92445.37124,438217.7592,-2.58E-12,0,0,0
994,92448.47983,438215.2419,32,0,0,0
995,92448.47983,438215.2419,12.8,0,0,0
996,92451.58841,438212.7247,48,0,0,0
997,92451.58841,438212.7247,32,0,0,0
998,92451.58841,438212.7247,16,0,0,0
999,92451.58841,438212.7247,9.6,0,0,0
1000,92457.80558,438207.6901,48,0,0,0
1001,92460.91416,438205.1728,54.4,0,0,0
1002,92460.91416,438205.1728,28.8,0,0,0
1003,92460.91416,438205.1728,16,0,0,0
1004,92464.02275,438202.6555,48,0,0,0
1005,92464.02275,438202.6555,25.6,0,0,0
1006,92464.02275,438202.6555,9.6,0,0,0
1007,92467.13133,438200.1383,9.6,0,0,0
1008,92470.23991,438197.621,28.8,0,0,0
1009,92470.23991,438197.621,12.8,0,0,0
1010,92473.3485,438195.1037,57.6,0,0,0
1011,92473.3485,438195.1037,22.4,0,0,0
1012,92476.45708,438192.5864,57.6,0,0,0
1013,92476.45708,438192.5864,54.4,0,0,0
1014,92479.56566,438190.0691,60.8,0,0,0
1015,92482.67425,438187.5518,35.2,0,0,0
1016,92482.67425,438187.5518,32,0,0,0
1017,92485.78283,438185.0346,9.6,0,0,0
1018,92488.89142,438182.5173,35.2,0,0,0
1019,92488.89142,438182.5173,12.8,0,0,0
1020,92488.89142,438182.5173,3.2,0,0,0
1021,92492,438180,57.6,0,0,0
1022,92492,438180,38.4,0,0,0
1023,92492,438180,1.58E-13,0,0,0
1024,92422.88477,438323.4681,16,0,0,0
1025,92425.99335,438320.9508,16,0,0,0
1026,92429.10194,438318.4335,4.17E-12,0,0,0
1027,92516.14228,438247.9496,16,0,0,0
1028,92516.14228,438247.9496,3.10E-12,0,0,0
1029,92519.25087,438245.4323,16,0,0,0
1030,92531.6852,438235.3632,9.6,0,0,0
1031,92420.36749,438320.3595,12.8,0,0,0
1032,92426.58465,438315.3249,16,0,0,0
1033,92429.69324,438312.8076,3.2,0,0,0
1034,92429.69324,438312.8076,2.33E-13,0,0,0
1035,92432.80182,438310.2904,12.8,0,0,0
1036,92432.80182,438310.2904,6.4,0,0,0
1037,92432.80182,438310.2904,-8.58E-12,0,0,0
1038,92516.73359,438242.3237,-2.98E-12,0,0,0
1039,92519.84217,438239.8065,16,0,0,0
1040,92526.05934,438234.7719,19.2,0,0,0
1041,92526.05934,438234.7719,6.4,0,0,0
1042,92529.16792,438232.2546,6.4,0,0,0
1043,92532.27651,438229.7373,9.6,0,0,0
1044,92417.85021,438317.2509,9.6,0,0,0
1045,92417.85021,438317.2509,1.03E-12,0,0,0
1046,92424.06737,438312.2163,6.4,0,0,0
1047,92424.06737,438312.2163,5.15E-13,0,0,0
1048,92427.17596,438309.699,6.4,0,0,0
1049,92433.39312,438304.6645,3.2,0,0,0
1050,92511.10772,438241.7324,9.6,0,0,0
1051,92511.10772,438241.7324,3.2,0,0,0
1052,92514.2163,438239.2152,19.2,0,0,0
1053,92514.2163,438239.2152,9.6,0,0,0
1054,92517.32489,438236.6979,9.6,0,0,0
1055,92517.32489,438236.6979,6.4,0,0,0
1056,92520.43347,438234.1806,16,0,0,0
1057,92520.43347,438234.1806,3.2,0,0,0
1058,92523.54206,438231.6633,3.2,0,0,0
1059,92526.65064,438229.146,12.8,0,0,0
1060,92526.65064,438229.146,6.4,0,0,0
1061,92415.33292,438314.1423,12.8,0,0,0
1062,92415.33292,438314.1423,3.2,0,0,0
1063,92418.44151,438311.625,12.8,0,0,0
1064,92418.44151,438311.625,9.6,0,0,0
1065,92418.44151,438311.625,6.4,0,0,0
1066,92418.44151,438311.625,1.85E-11,0,0,0
1067,92421.55009,438309.1077,6.4,0,0,0
1068,92424.65867,438306.5905,12.8,0,0,0
1069,92427.76726,438304.0732,16,0,0,0
1070,92427.76726,438304.0732,3.2,0,0,0
1071,92427.76726,438304.0732,-7.30E-13,0,0,0
1072,92430.87584,438301.5559,6.4,0,0,0
1073,92511.69902,438236.1066,12.8,0,0,0
1074,92514.80761,438233.5893,6.4,0,0,0
1075,92514.80761,438233.5893,3.2,0,0,0
1076,92517.91619,438231.072,16,0,0,0
1077,92517.91619,438231.072,-6.01E-12,0,0,0
1078,92521.02477,438228.5547,16,0,0,0
1079,92521.02477,438228.5547,9.6,0,0,0
1080,92521.02477,438228.5547,3.2,0,0,0
1081,92521.02477,438228.5547,1.69E-12,0,0,0
1082,92524.13336,438226.0375,19.2,0,0,0
1083,92527.24194,438223.5202,16,0,0,0
1084,92527.24194,438223.5202,12.8,0,0,0
1085,92419.03281,438305.9992,12.8,0,0,0
1086,92425.24998,438300.9646,16,0,0,0
1087,92428.35856,438298.4473,16,0,0,0
1088,92428.35856,438298.4473,12.8,0,0,0
1089,92506.07316,438235.5153,19.2,0,0,0
1090,92509.18174,438232.998,16,0,0,0
1091,92512.29032,438230.4807,22.4,0,0,0
1092,92512.29032,438230.4807,9.6,0,0,0
1093,92512.29032,438230.4807,2.67E-12,0,0,0
1094,92515.39891,438227.9634,19.2,0,0,0
1095,92515.39891,438227.9634,12.8,0,0,0
1096,92515.39891,438227.9634,9.6,0,0,0
1097,92515.39891,438227.9634,6.4,0,0,0
1098,92518.50749,438225.4462,25.6,0,0,0
1099,92524.72466,438220.4116,9.6,0,0,0
1100,92413.40694,438305.4079,9.6,0,0,0
1101,92413.40694,438305.4079,6.4,0,0,0
1102,92419.62411,438300.3733,9.6,0,0,0
1103,92419.62411,438300.3733,6.4,0,0,0
1104,92419.62411,438300.3733,3.2,0,0,0
1105,92425.84128,438295.3387,16,0,0,0
1106,92425.84128,438295.3387,9.6,0,0,0
1107,92425.84128,438295.3387,3.2,0,0,0
1108,92503.55588,438232.4067,19.2,0,0,0
1109,92503.55588,438232.4067,6.4,0,0,0
1110,92503.55588,438232.4067,3.2,0,0,0
1111,92506.66446,438229.8894,6.4,0,0,0
1112,92509.77304,438227.3721,19.2,0,0,0
1113,92509.77304,438227.3721,3.2,0,0,0
1114,92512.88163,438224.8549,16,0,0,0
1115,92515.99021,438222.3376,28.8,0,0,0
1116,92515.99021,438222.3376,12.8,0,0,0
1117,92519.09879,438219.8203,25.6,0,0,0
1118,92407.78108,438304.8166,12.8,0,0,0
1119,92410.88966,438302.2993,16,0,0,0
1120,92410.88966,438302.2993,12.8,0,0,0
1121,92413.99825,438299.782,6.4,0,0,0
1122,92417.10683,438297.2647,-1.57E-11,0,0,0
1123,92501.03859,438229.2981,3.2,0,0,0
1124,92504.14718,438226.7808,9.6,0,0,0
1125,92504.14718,438226.7808,3.2,0,0,0
1126,92507.25576,438224.2635,44.8,0,0,0
1127,92507.25576,438224.2635,3.2,0,0,0
1128,92507.25576,438224.2635,1.48E-12,0,0,0
1129,92510.36435,438221.7463,3.2,0,0,0
1130,92513.47293,438219.229,22.4,0,0,0
1131,92513.47293,438219.229,3.2,0,0,0
1132,92516.58151,438216.7117,22.4,0,0,0
1133,92519.6901,438214.1944,12.8,0,0,0
1134,92519.6901,438214.1944,9.6,0,0,0
1135,92519.6901,438214.1944,6.4,0,0,0
1136,92408.37238,438299.1907,7.34E-12,0,0,0
1137,92411.48096,438296.6734,16,0,0,0
1138,92411.48096,438296.6734,9.6,0,0,0
1139,92414.58955,438294.1561,3.81E-12,0,0,0
1140,92420.80672,438289.1216,16,0,0,0
1141,92498.52131,438226.1895,22.4,0,0,0
1142,92498.52131,438226.1895,9.6,0,0,0
1143,92501.6299,438223.6722,9.6,0,0,0
1144,92501.6299,438223.6722,6.4,0,0,0
1145,92504.73848,438221.155,48,0,0,0
1146,92507.84706,438218.6377,28.8,0,0,0
1147,92507.84706,438218.6377,25.6,0,0,0
1148,92507.84706,438218.6377,9.6,0,0,0
1149,92510.95565,438216.1204,22.4,0,0,0
1150,92514.06423,438213.6031,25.6,0,0,0
1151,92514.06423,438213.6031,16,0,0,0
1152,92514.06423,438213.6031,6.4,0,0,0
1153,92517.17282,438211.0858,51.2,0,0,0
1154,92517.17282,438211.0858,25.6,0,0,0
1155,92517.17282,438211.0858,6.4,0,0,0
1156,92405.8551,438296.0821,12.8,0,0,0
1157,92405.8551,438296.0821,3.2,0,0,0
1158,92408.96368,438293.5648,6.4,0,0,0
1159,92412.07227,438291.0475,9.6,0,0,0
1160,92412.07227,438291.0475,6.4,0,0,0
