,x,y,z,,,
1161,92499.11261,438220.5637,48,0,0,0
1162,92499.11261,438220.5637,28.8,0,0,0
1163,92499.11261,438220.5637,19.2,0,0,0
1164,92502.2212,438218.0464,25.6,0,0,0
1165,92502.2212,438218.0464,19.2,0,0,0
1166,92502.2212,438218.0464,12.8,0,0,0
1167,92502.2212,438218.0464,6.4,0,0,0
1168,92502.2212,438218.0464,-8.41E-13,0,0,0
1169,92505.32978,438215.5291,48,0,0,0
1170,92505.32978,438215.5291,16,0,0,0
1171,92505.32978,438215.5291,3.2,0,0,0
1172,92508.43837,438213.0118,48,0,0,0
1173,92508.43837,438213.0118,28.8,0,0,0
1174,92511.54695,438210.4945,54.4,0,0,0
1175,92511.54695,438210.4945,25.6,0,0,0
1176,92511.54695,438210.4945,22.4,0,0,0
1177,92511.54695,438210.4945,3.2,0,0,0
1178,92511.54695,438210.4945,3.57E-12,0,0,0
1179,92514.65553,438207.9773,25.6,0,0,0
1180,92514.65553,438207.9773,16,0,0,0
1181,92514.65553,438207.9773,9.6,0,0,0
1182,92400.22923,438295.4908,9.6,0,0,0
1183,92400.22923,438295.4908,6.4,0,0,0
1184,92400.22923,438295.4908,-1.76E-12,0,0,0
1185,92406.4464,438290.4562,6.4,0,0,0
1186,92406.4464,438290.4562,3.2,0,0,0
1187,92415.77215,438282.9044,19.2,0,0,0
1188,92415.77215,438282.9044,12.8,0,0,0
1189,92415.77215,438282.9044,9.6,0,0,0
1190,92415.77215,438282.9044,3.2,0,0,0
1191,92415.77215,438282.9044,8.90E-14,0,0,0
1192,92496.59533,438217.4551,51.2,0,0,0
1193,92496.59533,438217.4551,9.6,0,0,0
1194,92496.59533,438217.4551,6.4,0,0,0
1195,92499.70392,438214.9378,25.6,0,0,0
1196,92499.70392,438214.9378,12.8,0,0,0
1197,92502.8125,438212.4205,3.2,0,0,0
1198,92505.92108,438209.9032,28.8,0,0,0
1199,92505.92108,438209.9032,19.2,0,0,0
1200,92505.92108,438209.9032,12.8,0,0,0
1201,92505.92108,438209.9032,3.72E-13,0,0,0
1202,92509.02967,438207.386,48,0,0,0
1203,92509.02967,438207.386,19.2,0,0,0
1204,92509.02967,438207.386,9.6,0,0,0
1205,92512.13825,438204.8687,9.6,0,0,0
1206,92512.13825,438204.8687,3.2,0,0,0
1207,92400.82054,438289.8649,9.6,0,0,0
1208,92400.82054,438289.8649,3.2,0,0,0
1209,92410.14629,438282.3131,6.4,0,0,0
1210,92410.14629,438282.3131,1.44E-11,0,0,0
1211,92413.25487,438279.7958,19.2,0,0,0
1212,92490.96947,438216.8638,44.8,0,0,0
1213,92490.96947,438216.8638,22.4,0,0,0
1214,92490.96947,438216.8638,12.8,0,0,0
1215,92494.07805,438214.3465,38.4,0,0,0
1216,92494.07805,438214.3465,6.4,0,0,0
1217,92497.18664,438211.8292,32,0,0,0
1218,92497.18664,438211.8292,9.6,0,0,0
1219,92500.29522,438209.3119,54.4,0,0,0
1220,92500.29522,438209.3119,9.6,0,0,0
1221,92503.4038,438206.7947,22.4,0,0,0
1222,92506.51239,438204.2774,25.6,0,0,0
1223,92506.51239,438204.2774,-2.65E-13,0,0,0
1224,92509.62097,438201.7601,57.6,0,0,0
1225,92509.62097,438201.7601,9.6,0,0,0
1226,92395.19467,438289.2736,12.8,0,0,0
1227,92410.73759,438276.6872,19.2,0,0,0
1228,92410.73759,438276.6872,9.6,0,0,0
1229,92488.45219,438213.7552,35.2,0,0,0
1230,92488.45219,438213.7552,16,0,0,0
1231,92491.56077,438211.2379,51.2,0,0,0
1232,92494.66935,438208.7206,32,0,0,0
1233,92494.66935,438208.7206,28.8,0,0,0
1234,92497.77794,438206.2033,16,0,0,0
1235,92497.77794,438206.2033,3.2,0,0,0
1236,92497.77794,438206.2033,-6.76E-12,0,0,0
1237,92500.88652,438203.6861,35.2,0,0,0
1238,92500.88652,438203.6861,32,0,0,0
1239,92500.88652,438203.6861,3.2,0,0,0
1240,92503.99511,438201.1688,32,0,0,0
1241,92503.99511,438201.1688,-6.59E-12,0,0,0
1242,92507.10369,438198.6515,51.2,0,0,0
1243,92507.10369,438198.6515,22.4,0,0,0
1244,92507.10369,438198.6515,16,0,0,0
1245,92395.78597,438283.6478,9.6,0,0,0
1246,92405.11172,438276.0959,6.4,0,0,0
1247,92408.22031,438273.5786,12.8,0,0,0
1248,92485.9349,438210.6466,51.2,0,0,0
1249,92485.9349,438210.6466,25.6,0,0,0
1250,92485.9349,438210.6466,-3.96E-12,0,0,0
1251,92489.04349,438208.1293,51.2,0,0,0
1252,92489.04349,438208.1293,48,0,0,0
1253,92492.15207,438205.612,54.4,0,0,0
1254,92492.15207,438205.612,32,0,0,0
1255,92495.26066,438203.0948,60.8,0,0,0
1256,92495.26066,438203.0948,57.6,0,0,0
1257,92495.26066,438203.0948,51.2,0,0,0
1258,92495.26066,438203.0948,22.4,0,0,0
1259,92495.26066,438203.0948,7.88E-12,0,0,0
1260,92498.36924,438200.5775,64,0,0,0
1261,92498.36924,438200.5775,32,0,0,0
1262,92501.47782,438198.0602,32,0,0,0
1263,92501.47782,438198.0602,12.8,0,0,0
1264,92501.47782,438198.0602,9.6,0,0,0
1265,92504.58641,438195.5429,35.2,0,0,0
1266,92504.58641,438195.5429,32,0,0,0
1267,92504.58641,438195.5429,9.6,0,0,0
1268,92390.16011,438283.0565,6.4,0,0,0
1269,92396.37728,438278.0219,6.4,0,0,0
1270,92399.48586,438275.5046,9.6,0,0,0
1271,92486.52621,438205.0207,19.2,0,0,0
1272,92486.52621,438205.0207,12.8,0,0,0
1273,92486.52621,438205.0207,3.2,0,0,0
1274,92486.52621,438205.0207,4.16E-12,0,0,0
1275,92489.63479,438202.5035,25.6,0,0,0
1276,92489.63479,438202.5035,12.8,0,0,0
1277,92489.63479,438202.5035,1.31E-13,0,0,0
1278,92492.74337,438199.9862,3.2,0,0,0
1279,92495.85196,438197.4689,28.8,0,0,0
1280,92495.85196,438197.4689,19.2,0,0,0
1281,92498.96054,438194.9516,19.2,0,0,0
1282,92502.06913,438192.4343,57.6,0,0,0
1283,92502.06913,438192.4343,19.2,0,0,0
1284,92502.06913,438192.4343,6.4,0,0,0
1285,92387.64283,438279.9479,9.6,0,0,0
1286,92390.75141,438277.4306,1.28E-11,0,0,0
1287,92393.85999,438274.9133,9.6,0,0,0
1288,92400.07716,438269.8788,12.8,0,0,0
1289,92403.18575,438267.3615,12.8,0,0,0
1290,92406.29433,438264.8442,3.2,0,0,0
1291,92409.40291,438262.3269,12.8,0,0,0
1292,92409.40291,438262.3269,6.4,0,0,0
1293,92409.40291,438262.3269,3.2,0,0,0
1294,92409.40291,438262.3269,4.92E-12,0,0,0
1295,92415.62008,438257.2924,3.2,0,0,0
1296,92415.62008,438257.2924,-5.85E-12,0,0,0
1297,92418.72866,438254.7751,22.4,0,0,0
1298,92421.83725,438252.2578,12.8,0,0,0
1299,92421.83725,438252.2578,1.93E-11,0,0,0
1300,92424.94583,438249.7405,22.4,0,0,0
1301,92424.94583,438249.7405,3.2,0,0,0
1302,92428.05442,438247.2232,6.4,0,0,0
1303,92431.163,438244.7059,16,0,0,0
1304,92431.163,438244.7059,2.83E-13,0,0,0
1305,92437.38017,438239.6714,19.2,0,0,0
1306,92437.38017,438239.6714,3.2,0,0,0
1307,92440.48875,438237.1541,38.4,0,0,0
1308,92443.59734,438234.6368,16,0,0,0
1309,92443.59734,438234.6368,9.6,0,0,0
1310,92443.59734,438234.6368,6.4,0,0,0
1311,92449.8145,438229.6023,28.8,0,0,0
1312,92456.03167,438224.5677,41.6,0,0,0
1313,92459.14025,438222.0504,38.4,0,0,0
1314,92459.14025,438222.0504,9.6,0,0,0
1315,92462.24884,438219.5331,19.2,0,0,0
1316,92465.35742,438217.0158,28.8,0,0,0
1317,92465.35742,438217.0158,12.8,0,0,0
1318,92468.46601,438214.4986,32,0,0,0
1319,92474.68317,438209.464,28.8,0,0,0
1320,92474.68317,438209.464,19.2,0,0,0
1321,92474.68317,438209.464,16,0,0,0
1322,92480.90034,438204.4294,48,0,0,0
1323,92480.90034,438204.4294,19.2,0,0,0
1324,92484.00893,438201.9122,54.4,0,0,0
1325,92484.00893,438201.9122,32,0,0,0
1326,92487.11751,438199.3949,54.4,0,0,0
1327,92490.22609,438196.8776,57.6,0,0,0
1328,92490.22609,438196.8776,22.4,0,0,0
1329,92490.22609,438196.8776,16,0,0,0
1330,92490.22609,438196.8776,9.6,0,0,0
1331,92490.22609,438196.8776,3.2,0,0,0
1332,92493.33468,438194.3603,70.4,0,0,0
1333,92493.33468,438194.3603,35.2,0,0,0
1334,92493.33468,438194.3603,16,0,0,0
1335,92493.33468,438194.3603,5.72E-12,0,0,0
1336,92496.44326,438191.843,60.8,0,0,0
1337,92496.44326,438191.843,44.8,0,0,0
1338,92496.44326,438191.843,35.2,0,0,0
1339,92496.44326,438191.843,22.4,0,0,0
1340,92496.44326,438191.843,12.8,0,0,0
1341,92496.44326,438191.843,6.4,0,0,0
1342,92499.55184,438189.3258,19.2,0,0,0
1343,92499.55184,438189.3258,12.8,0,0,0
1344,92385.12554,438276.8393,3.2,0,0,0
1345,92388.23413,438274.322,9.6,0,0,0
1346,92391.34271,438271.8047,6.4,0,0,0
1347,92391.34271,438271.8047,3.2,0,0,0
1348,92394.4513,438269.2875,12.8,0,0,0
1349,92403.77705,438261.7356,6.4,0,0,0
1350,92406.88563,438259.2183,3.2,0,0,0
1351,92409.99422,438256.7011,9.6,0,0,0
1352,92413.1028,438254.1838,6.4,0,0,0
1353,92416.21138,438251.6665,6.4,0,0,0
1354,92422.42855,438246.6319,19.2,0,0,0
1355,92422.42855,438246.6319,6.4,0,0,0
1356,92425.53713,438244.1146,12.8,0,0,0
1357,92428.64572,438241.5974,25.6,0,0,0
1358,92428.64572,438241.5974,22.4,0,0,0
1359,92428.64572,438241.5974,6.4,0,0,0
1360,92431.7543,438239.0801,19.2,0,0,0
1361,92434.86289,438236.5628,22.4,0,0,0
1362,92434.86289,438236.5628,-1.06E-11,0,0,0
1363,92437.97147,438234.0455,9.6,0,0,0
1364,92441.08005,438231.5282,25.6,0,0,0
1365,92441.08005,438231.5282,6.4,0,0,0
1366,92444.18864,438229.011,41.6,0,0,0
1367,92444.18864,438229.011,35.2,0,0,0
1368,92444.18864,438229.011,25.6,0,0,0
1369,92444.18864,438229.011,22.4,0,0,0
1370,92444.18864,438229.011,9.6,0,0,0
1371,92450.40581,438223.9764,22.4,0,0,0
1372,92450.40581,438223.9764,12.8,0,0,0
1373,92450.40581,438223.9764,6.75E-12,0,0,0
1374,92453.51439,438221.4591,25.6,0,0,0
1375,92453.51439,438221.4591,19.2,0,0,0
1376,92459.73156,438216.4245,25.6,0,0,0
1377,92459.73156,438216.4245,22.4,0,0,0
1378,92459.73156,438216.4245,19.2,0,0,0
1379,92459.73156,438216.4245,16,0,0,0
1380,92459.73156,438216.4245,12.8,0,0,0
1381,92462.84014,438213.9073,41.6,0,0,0
1382,92462.84014,438213.9073,28.8,0,0,0
1383,92462.84014,438213.9073,12.8,0,0,0
1384,92462.84014,438213.9073,9.6,0,0,0
1385,92465.94872,438211.39,12.8,0,0,0
1386,92469.05731,438208.8727,48,0,0,0
1387,92469.05731,438208.8727,25.6,0,0,0
1388,92469.05731,438208.8727,12.8,0,0,0
1389,92472.16589,438206.3554,35.2,0,0,0
1390,92472.16589,438206.3554,32,0,0,0
1391,92472.16589,438206.3554,28.8,0,0,0
1392,92472.16589,438206.3554,22.4,0,0,0
1393,92472.16589,438206.3554,16,0,0,0
1394,92475.27448,438203.8381,48,0,0,0
1395,92475.27448,438203.8381,25.6,0,0,0
1396,92475.27448,438203.8381,12.8,0,0,0
1397,92478.38306,438201.3209,9.6,0,0,0
1398,92481.49164,438198.8036,28.8,0,0,0
1399,92481.49164,438198.8036,16,0,0,0
1400,92481.49164,438198.8036,6.4,0,0,0
1401,92484.60023,438196.2863,28.8,0,0,0
1402,92487.70881,438193.769,22.4,0,0,0
1403,92487.70881,438193.769,6.4,0,0,0
1404,92490.8174,438191.2517,64,0,0,0
1405,92490.8174,438191.2517,54.4,0,0,0
1406,92490.8174,438191.2517,28.8,0,0,0
1407,92493.92598,438188.7344,60.8,0,0,0
1408,92493.92598,438188.7344,48,0,0,0
1409,92493.92598,438188.7344,12.8,0,0,0
1410,92497.03456,438186.2172,54.4,0,0,0
1411,92497.03456,438186.2172,44.8,0,0,0
1412,92497.03456,438186.2172,35.2,0,0,0
1413,92497.03456,438186.2172,1.34E-12,0,0,0
1414,92395.0426,438263.6616,-6.14E-12,0,0,0
1415,92398.15118,438261.1443,9.6,0,0,0
1416,92398.15118,438261.1443,3.2,0,0,0
1417,92407.47693,438253.5925,1.10E-11,0,0,0
1418,92410.58552,438251.0752,19.2,0,0,0
1419,92410.58552,438251.0752,12.8,0,0,0
1420,92410.58552,438251.0752,2.15E-12,0,0,0
1421,92419.91127,438243.5233,19.2,0,0,0
1422,92419.91127,438243.5233,16,0,0,0
1423,92419.91127,438243.5233,12.8,0,0,0
1424,92423.01985,438241.0061,38.4,0,0,0
1425,92423.01985,438241.0061,6.4,0,0,0
1426,92426.12844,438238.4888,28.8,0,0,0
1427,92426.12844,438238.4888,22.4,0,0,0
1428,92426.12844,438238.4888,6.4,0,0,0
1429,92429.23702,438235.9715,9.6,0,0,0
1430,92432.3456,438233.4542,19.2,0,0,0
1431,92432.3456,438233.4542,9.6,0,0,0
1432,92435.45419,438230.9369,25.6,0,0,0
1433,92435.45419,438230.9369,-4.39E-12,0,0,0
1434,92438.56277,438228.4197,32,0,0,0
1435,92438.56277,438228.4197,25.6,0,0,0
1436,92438.56277,438228.4197,9.6,0,0,0
1437,92441.67136,438225.9024,28.8,0,0,0
1438,92441.67136,438225.9024,22.4,0,0,0
1439,92444.77994,438223.3851,51.2,0,0,0
1440,92444.77994,438223.3851,22.4,0,0,0
1441,92447.88852,438220.8678,28.8,0,0,0
1442,92447.88852,438220.8678,6.4,0,0,0
1443,92450.99711,438218.3505,22.4,0,0,0
1444,92454.10569,438215.8332,41.6,0,0,0
1445,92454.10569,438215.8332,25.6,0,0,0
1446,92454.10569,438215.8332,22.4,0,0,0
1447,92454.10569,438215.8332,9.6,0,0,0
1448,92457.21428,438213.316,28.8,0,0,0
1449,92457.21428,438213.316,19.2,0,0,0
1450,92460.32286,438210.7987,19.2,0,0,0
1451,92463.43144,438208.2814,57.6,0,0,0
1452,92463.43144,438208.2814,48,0,0,0
1453,92463.43144,438208.2814,22.4,0,0,0
1454,92466.54003,438205.7641,44.8,0,0,0
1455,92469.64861,438203.2468,32,0,0,0
1456,92472.75719,438200.7296,51.2,0,0,0
1457,92472.75719,438200.7296,9.6,0,0,0
1458,92475.86578,438198.2123,12.8,0,0,0
1459,92478.97436,438195.695,60.8,0,0,0
1460,92478.97436,438195.695,57.6,0,0,0
1461,92478.97436,438195.695,16,0,0,0
1462,92482.08295,438193.1777,19.2,0,0,0
1463,92485.19153,438190.6604,25.6,0,0,0
1464,92485.19153,438190.6604,22.4,0,0,0
1465,92485.19153,438190.6604,16,0,0,0
1466,92485.19153,438190.6604,3.2,0,0,0
1467,92488.30011,438188.1431,28.8,0,0,0
1468,92491.4087,438185.6259,67.2,0,0,0
1469,92491.4087,438185.6259,57.6,0,0,0
1470,92491.4087,438185.6259,38.4,0,0,0
1471,92491.4087,438185.6259,32,0,0,0
1472,92491.4087,438185.6259,25.6,0,0,0
1473,92491.4087,438185.6259,12.8,0,0,0
1474,92494.51728,438183.1086,38.4,0,0,0
1475,92494.51728,438183.1086,1.48E-11,0,0,0
1476,92380.09098,438270.6221,9.6,0,0,0
1477,92386.30815,438265.5876,6.4,0,0,0
1478,92392.52532,438260.553,3.2,0,0,0
1479,92392.52532,438260.553,4.10E-12,0,0,0
1480,92395.6339,438258.0357,12.8,0,0,0
1481,92395.6339,438258.0357,9.6,0,0,0
1482,92401.85107,438253.0012,9.6,0,0,0
1483,92401.85107,438253.0012,3.2,0,0,0
1484,92404.95965,438250.4839,16,0,0,0
1485,92404.95965,438250.4839,9.6,0,0,0
1486,92408.06824,438247.9666,16,0,0,0
1487,92411.17682,438245.4493,16,0,0,0
1488,92411.17682,438245.4493,12.8,0,0,0
1489,92414.2854,438242.932,22.4,0,0,0
1490,92417.39399,438240.4148,25.6,0,0,0
1491,92417.39399,438240.4148,22.4,0,0,0
1492,92417.39399,438240.4148,6.4,0,0,0
1493,92420.50257,438237.8975,19.2,0,0,0
1494,92420.50257,438237.8975,6.4,0,0,0
1495,92423.61116,438235.3802,22.4,0,0,0
1496,92429.82832,438230.3456,12.8,0,0,0
1497,92429.82832,438230.3456,8.71E-12,0,0,0
1498,92432.93691,438227.8283,32,0,0,0
1499,92432.93691,438227.8283,9.6,0,0,0
1500,92432.93691,438227.8283,3.2,0,0,0
1501,92436.04549,438225.3111,12.8,0,0,0
1502,92439.15407,438222.7938,32,0,0,0
1503,92439.15407,438222.7938,3.2,0,0,0
1504,92442.26266,438220.2765,25.6,0,0,0
1505,92442.26266,438220.2765,12.8,0,0,0
1506,92442.26266,438220.2765,-7.59E-12,0,0,0
1507,92445.37124,438217.7592,48,0,0,0
1508,92445.37124,438217.7592,28.8,0,0,0
1509,92445.37124,438217.7592,12.8,0,0,0
1510,92445.37124,438217.7592,9.6,0,0,0
1511,92448.47983,438215.2419,25.6,0,0,0
1512,92454.69699,438210.2074,28.8,0,0,0
1513,92454.69699,438210.2074,16,0,0,0
1514,92460.91416,438205.1728,60.8,0,0,0
1515,92464.02275,438202.6555,12.8,0,0,0
1516,92467.13133,438200.1383,44.8,0,0,0
1517,92467.13133,438200.1383,25.6,0,0,0
1518,92467.13133,438200.1383,12.8,0,0,0
1519,92470.23991,438197.621,48,0,0,0
1520,92470.23991,438197.621,25.6,0,0,0
1521,92473.3485,438195.1037,28.8,0,0,0
1522,92473.3485,438195.1037,19.2,0,0,0
1523,92476.45708,438192.5864,32,0,0,0
1524,92476.45708,438192.5864,9.6,0,0,0
1525,92479.56566,438190.0691,44.8,0,0,0
1526,92479.56566,438190.0691,22.4,0,0,0
1527,92479.56566,438190.0691,9.6,0,0,0
1528,92482.67425,438187.5518,54.4,0,0,0
1529,92485.78283,438185.0346,64,0,0,0
1530,92485.78283,438185.0346,38.4,0,0,0
1531,92485.78283,438185.0346,25.6,0,0,0
1532,92485.78283,438185.0346,12.8,0,0,0
1533,92485.78283,438185.0346,3.2,0,0,0
1534,92488.89142,438182.5173,67.2,0,0,0
1535,92488.89142,438182.5173,60.8,0,0,0
1536,92488.89142,438182.5173,32,0,0,0
1537,92488.89142,438182.5173,16,0,0,0
1538,92488.89142,438182.5173,9.6,0,0,0
1539,92492,438180,25.6,0,0,0
1540,92422.88477,438323.4681,9.6,0,0,0
1541,92425.99335,438320.9508,9.6,0,0,0
1542,92425.99335,438320.9508,6.4,0,0,0
1543,92425.99335,438320.9508,1.44E-11,0,0,0
1544,92429.10194,438318.4335,12.8,0,0,0
1545,92432.21052,438315.9162,6.4,0,0,0
1546,92435.3191,438313.3989,3.2,0,0,0
1547,92516.14228,438247.9496,6.4,0,0,0
1548,92519.25087,438245.4323,9.6,0,0,0
1549,92519.25087,438245.4323,4.37E-12,0,0,0
1550,92522.35945,438242.9151,9.6,0,0,0
1551,92525.46804,438240.3978,16,0,0,0
1552,92525.46804,438240.3978,3.2,0,0,0
1553,92528.57662,438237.8805,6.4,0,0,0
1554,92531.6852,438235.3632,22.4,0,0,0
1555,92531.6852,438235.3632,19.2,0,0,0
1556,92534.79379,438232.8459,16,0,0,0
1557,92534.79379,438232.8459,6.4,0,0,0
1558,92534.79379,438232.8459,3.2,0,0,0
1559,92420.36749,438320.3595,3.2,0,0,0
1560,92423.47607,438317.8422,9.6,0,0,0
1561,92426.58465,438315.3249,9.6,0,0,0
1562,92429.69324,438312.8076,12.8,0,0,0
1563,92513.625,438244.841,-2.55E-12,0,0,0
1564,92516.73359,438242.3237,19.2,0,0,0
1565,92516.73359,438242.3237,16,0,0,0
1566,92519.84217,438239.8065,12.8,0,0,0
1567,92522.95075,438237.2892,16,0,0,0
1568,92522.95075,438237.2892,12.8,0,0,0
1569,92522.95075,438237.2892,-4.33E-13,0,0,0
1570,92526.05934,438234.7719,9.6,0,0,0
1571,92532.27651,438229.7373,3.2,0,0,0
1572,92417.85021,438317.2509,6.4,0,0,0
1573,92420.95879,438314.7336,12.8,0,0,0
1574,92430.28454,438307.1818,6.4,0,0,0
1575,92517.32489,438236.6979,22.4,0,0,0
1576,92520.43347,438234.1806,6.4,0,0,0
1577,92520.43347,438234.1806,2.03E-12,0,0,0
1578,92523.54206,438231.6633,25.6,0,0,0
1579,92523.54206,438231.6633,19.2,0,0,0
1580,92526.65064,438229.146,22.4,0,0,0
1581,92526.65064,438229.146,16,0,0,0
1582,92526.65064,438229.146,3.2,0,0,0
1583,92526.65064,438229.146,-6.74E-12,0,0,0
1584,92529.75922,438226.6288,9.6,0,0,0
1585,92415.33292,438314.1423,9.6,0,0,0
1586,92415.33292,438314.1423,7.76E-13,0,0,0
1587,92418.44151,438311.625,16,0,0,0
1588,92421.55009,438309.1077,9.6,0,0,0
1589,92421.55009,438309.1077,-4.25E-12,0,0,0
1590,92424.65867,438306.5905,6.4,0,0,0
1591,92424.65867,438306.5905,3.2,0,0,0
1592,92424.65867,438306.5905,-5.03E-12,0,0,0
1593,92427.76726,438304.0732,6.4,0,0,0
1594,92430.87584,438301.5559,6.41E-12,0,0,0
1595,92508.59044,438238.6239,9.6,0,0,0
1596,92508.59044,438238.6239,-5.73E-12,0,0,0
1597,92514.80761,438233.5893,16,0,0,0
1598,92514.80761,438233.5893,-5.04E-12,0,0,0
1599,92521.02477,438228.5547,22.4,0,0,0
1600,92524.13336,438226.0375,25.6,0,0,0
1601,92527.24194,438223.5202,22.4,0,0,0
1602,92527.24194,438223.5202,3.2,0,0,0
1603,92415.92423,438308.5164,6.4,0,0,0
1604,92419.03281,438305.9992,7.51E-12,0,0,0
1605,92422.14139,438303.4819,16,0,0,0
1606,92422.14139,438303.4819,9.6,0,0,0
1607,92422.14139,438303.4819,4.56E-12,0,0,0
1608,92425.24998,438300.9646,6.4,0,0,0
1609,92428.35856,438298.4473,19.2,0,0,0
1610,92428.35856,438298.4473,6.4,0,0,0
1611,92506.07316,438235.5153,12.8,0,0,0
1612,92506.07316,438235.5153,3.2,0,0,0
1613,92509.18174,438232.998,3.2,0,0,0
1614,92512.29032,438230.4807,19.2,0,0,0
1615,92512.29032,438230.4807,6.4,0,0,0
1616,92512.29032,438230.4807,3.2,0,0,0
1617,92518.50749,438225.4462,19.2,0,0,0
1618,92518.50749,438225.4462,16,0,0,0
1619,92518.50749,438225.4462,1.32E-12,0,0,0
1620,92521.61608,438222.9289,12.8,0,0,0
1621,92524.72466,438220.4116,22.4,0,0,0
1622,92410.29836,438307.9251,12.8,0,0,0
1623,92416.51553,438302.8906,16,0,0,0
1624,92419.62411,438300.3733,-5.23E-12,0,0,0
1625,92422.7327,438297.856,9.6,0,0,0
1626,92512.88163,438224.8549,44.8,0,0,0
1627,92512.88163,438224.8549,12.8,0,0,0
1628,92512.88163,438224.8549,9.6,0,0,0
1629,92512.88163,438224.8549,6.4,0,0,0
1630,92512.88163,438224.8549,-3.24E-12,0,0,0
1631,92515.99021,438222.3376,25.6,0,0,0
1632,92515.99021,438222.3376,3.2,0,0,0
1633,92519.09879,438219.8203,16,0,0,0
1634,92519.09879,438219.8203,12.8,0,0,0
1635,92519.09879,438219.8203,3.2,0,0,0
1636,92522.20738,438217.303,28.8,0,0,0
1637,92522.20738,438217.303,19.2,0,0,0
1638,92522.20738,438217.303,12.8,0,0,0
1639,92413.99825,438299.782,3.2,0,0,0
1640,92420.21541,438294.7474,3.2,0,0,0
1641,92423.324,438292.2302,6.4,0,0,0
1642,92423.324,438292.2302,1.48E-11,0,0,0
1643,92501.03859,438229.2981,16,0,0,0
1644,92501.03859,438229.2981,12.8,0,0,0
1645,92501.03859,438229.2981,-7.45E-12,0,0,0
1646,92504.14718,438226.7808,25.6,0,0,0
1647,92504.14718,438226.7808,22.4,0,0,0
1648,92507.25576,438224.2635,19.2,0,0,0
1649,92510.36435,438221.7463,16,0,0,0
1650,92513.47293,438219.229,9.6,0,0,0
1651,92519.6901,438214.1944,3.2,0,0,0
1652,92411.48096,438296.6734,12.8,0,0,0
1653,92414.58955,438294.1561,9.6,0,0,0
1654,92420.80672,438289.1216,12.8,0,0,0
1655,92420.80672,438289.1216,9.6,0,0,0
1656,92420.80672,438289.1216,3.2,0,0,0
1657,92501.6299,438223.6722,3.2,0,0,0
1658,92504.73848,438221.155,16,0,0,0
1659,92504.73848,438221.155,-1.03E-13,0,0,0
1660,92507.84706,438218.6377,22.4,0,0,0
1661,92507.84706,438218.6377,12.8,0,0,0
1662,92507.84706,438218.6377,3.2,0,0,0
1663,92510.95565,438216.1204,25.6,0,0,0
1664,92510.95565,438216.1204,12.8,0,0,0
1665,92514.06423,438213.6031,9.6,0,0,0
1666,92517.17282,438211.0858,28.8,0,0,0
1667,92405.8551,438296.0821,1.47E-12,0,0,0
1668,92412.07227,438291.0475,16,0,0,0
1669,92415.18085,438288.5303,3.2,0,0,0
1670,92418.28943,438286.013,12.8,0,0,0
1671,92418.28943,438286.013,9.6,0,0,0
1672,92496.00403,438223.0809,41.6,0,0,0
1673,92496.00403,438223.0809,9.6,0,0,0
1674,92496.00403,438223.0809,6.4,0,0,0
1675,92496.00403,438223.0809,9.31E-12,0,0,0
1676,92499.11261,438220.5637,51.2,0,0,0
1677,92502.2212,438218.0464,3.2,0,0,0
1678,92505.32978,438215.5291,51.2,0,0,0
1679,92505.32978,438215.5291,19.2,0,0,0
1680,92505.32978,438215.5291,12.8,0,0,0
1681,92508.43837,438213.0118,19.2,0,0,0
1682,92508.43837,438213.0118,12.8,0,0,0
1683,92508.43837,438213.0118,-2.67E-12,0,0,0
1684,92511.54695,438210.4945,51.2,0,0,0
1685,92511.54695,438210.4945,6.4,0,0,0
1686,92514.65553,438207.9773,54.4,0,0,0
1687,92409.55499,438287.939,3.2,0,0,0
1688,92412.66357,438285.4217,6.4,0,0,0
1689,92415.77215,438282.9044,16,0,0,0
1690,92499.70392,438214.9378,6.4,0,0,0
1691,92499.70392,438214.9378,3.2,0,0,0
1692,92499.70392,438214.9378,-2.33E-12,0,0,0
1693,92502.8125,438212.4205,48,0,0,0
1694,92505.92108,438209.9032,54.4,0,0,0
1695,92505.92108,438209.9032,9.6,0,0,0
1696,92509.02967,438207.386,51.2,0,0,0
1697,92509.02967,438207.386,25.6,0,0,0
1698,92509.02967,438207.386,16,0,0,0
1699,92512.13825,438204.8687,57.6,0,0,0
1700,92512.13825,438204.8687,12.8,0,0,0
1701,92397.71195,438292.3822,9.6,0,0,0
1702,92397.71195,438292.3822,-5.57E-12,0,0,0
1703,92403.92912,438287.3477,9.6,0,0,0
1704,92403.92912,438287.3477,6.4,0,0,0
1705,92407.0377,438284.8304,-1.66E-12,0,0,0
1706,92410.14629,438282.3131,16,0,0,0
1707,92413.25487,438279.7958,6.4,0,0,0
1708,92413.25487,438279.7958,3.2,0,0,0
1709,92490.96947,438216.8638,6.4,0,0,0
1710,92494.07805,438214.3465,28.8,0,0,0
1711,92494.07805,438214.3465,25.6,0,0,0
1712,92494.07805,438214.3465,3.2,0,0,0
1713,92494.07805,438214.3465,-1.80E-12,0,0,0
1714,92497.18664,438211.8292,19.2,0,0,0
1715,92500.29522,438209.3119,22.4,0,0,0
1716,92500.29522,438209.3119,-6.93E-12,0,0,0
1717,92503.4038,438206.7947,54.4,0,0,0
1718,92506.51239,438204.2774,16,0,0,0
1719,92506.51239,438204.2774,6.4,0,0,0
1720,92509.62097,438201.7601,28.8,0,0,0
